chr,type,start,end,strand,gbkey,locus_tag,product,old_ID,Name_Conversion,Notes
CP141121.1,mRNA,787346,788663,+,mRNA,cpbgf_4001270,Transcription factor TFIIIB%2CSANT domain containing protein,cgd4_1270,direct_name,
CP141121.1,mRNA,788477,788824,-,mRNA,cpbgf_4001260,tRNA intron endonuclease,cgd4_1260,direct_name,
CP141121.1,mRNA,788991,789351,-,mRNA,cpbgf_4001250,Uncharacterized protein,cgd4_1250,direct_name,
CP141121.1,mRNA,789984,793487,+,mRNA,cpbgf_4001240,Uncharacterized protein,cgd4_1240,direct_name,
CP141121.1,mRNA,793541,794239,+,mRNA,cpbgf_4001230,60S ribosomal protein L28,cgd4_1230,direct_name,
CP141121.1,mRNA,794619,795654,+,mRNA,cpbgf_4001220,Ribosomal biogenesis regulatory protein,cgd4_1220,direct_name,
CP141121.1,mRNA,795842,797432,+,mRNA,cpbgf_4001210,KH/SF1/BBP/Splicing factor 1%2Chelix-hairpin domain containing protein,cgd4_1210,direct_name,
CP141121.1,mRNA,797742,799197,+,mRNA,cpbgf_4001200,Ubiquitin fusion degradation protein UFD1,cgd4_1200,direct_name,
CP141121.1,mRNA,799064,799546,-,mRNA,cpbgf_4001190,Uncharacterized protein,cgd4_1190,direct_name,
CP141121.1,mRNA,799854,800186,+,mRNA,cpbgf_4001180,Uncharacterized protein,cgd4_1180,direct_name,
CP141121.1,mRNA,800441,802239,-,mRNA,cpbgf_4001170,26S proteasome subunit P45,cgd4_1170,direct_name,
CP141121.1,mRNA,802546,804671,+,mRNA,cpbgf_4001160,Ribosomal RNA large subunit methyltransferase RlmN/Cfr with Radical SAM domain,cgd4_1160,direct_name,
CP141121.1,mRNA,804697,805413,-,mRNA,cpbgf_4001150,Uncharacterized protein,cgd4_1150,direct_name,
CP141121.1,mRNA,805346,807062,+,mRNA,cpbgf_4001140,Metallo-beta-lactamase,cgd4_1140,direct_name,
CP141121.1,mRNA,807324,807787,+,mRNA,cpbgf_4001133,Uncharacterized protein,cgd4_1133,direct_name,
CP141121.1,mRNA,807882,809036,-,mRNA,cpbgf_4001130,Metallo-beta-lactamase,cgd4_1130,direct_name,
CP141121.1,mRNA,809372,810872,+,mRNA,cpbgf_4001120,WD40 repreat protein,cgd4_1120,direct_name,
CP141121.1,mRNA,811500,815329,+,mRNA,cpbgf_4001110,AP2/ERF domain containing protein,cgd4_1110,direct_name,
CP141121.1,lnc_RNA,815218,815627,-,ncRNA,cpbgf_4001107,lncRNA,None,None,
CP141121.1,mRNA,815219,816286,-,mRNA,cpbgf_4001105,hypothetical protein,cgd1_1130,no_direct_name,chr_change
CP141121.1,mRNA,816432,817201,+,mRNA,cpbgf_4001103,Uncharacterized protein,cgd4_1103,direct_name,
CP141121.1,mRNA,817326,818993,-,mRNA,cpbgf_4001100,START-like domain containing protein,cgd4_1100,direct_name,
CP141121.1,mRNA,819371,820237,-,mRNA,cpbgf_4001090,Pre-mRNA-splicing factor of RES complex,cgd4_1090,direct_name,
CP141121.1,mRNA,820313,822569,+,mRNA,cpbgf_4001080,Thioredoxin domain containing protein,cgd4_1080,direct_name,
CP141121.1,mRNA,822686,823486,-,mRNA,cpbgf_4001070,MYND finger domain containing protein,cgd4_1070,direct_name,
CP141121.1,mRNA,824292,826616,+,mRNA,cpbgf_4001040,WD40 repreat protein,cgd4_1040,direct_name,
CP141121.1,mRNA,826602,828075,-,mRNA,cpbgf_4001030,Eukaryotic translation initiation factor 3 subunit G,cgd4_1030,direct_name,
CP141121.1,lnc_RNA,826795,827671,+,ncRNA,cpbgf_4001035,lncRNA,None,None,
CP141121.1,mRNA,828620,831499,-,mRNA,cpbgf_4001020,Nucleolar pre-ribosomal-associated protein 1 C-terminal domain containing protein,cgd4_1020,direct_name,
CP141121.1,mRNA,832131,834374,-,mRNA,cpbgf_4001010,hypothetical protein,cgd4_1010,direct_name,
CP141121.1,mRNA,834478,836925,-,mRNA,cpbgf_4001000,Nucleolar pre-ribosomal-associated protein 1 C-terminal domain containing protein,cgd4_1000,direct_name,
CP141121.1,mRNA,837186,839681,-,mRNA,cpbgf_400990,Serine/threonine protein kinase,cgd4_990,direct_name,
CP141121.1,mRNA,840214,841837,+,mRNA,cpbgf_400980,Uncharacterized protein,cgd4_980,direct_name,
CP141121.1,mRNA,841834,844607,-,mRNA,cpbgf_400970,DNA replication licensing factor Mcm7,cgd4_970,direct_name,
CP141121.1,mRNA,844764,845723,+,mRNA,cpbgf_400960,Phosphomannomutase,cgd4_960,direct_name,
CP141121.1,mRNA,845725,847415,-,mRNA,cpbgf_400950,WD40-repeat-containing protein,cgd4_950,direct_name,
CP141121.1,mRNA,847604,848664,-,mRNA,cpbgf_400940,Uncharacterized protein,cgd4_940,direct_name,
CP141121.1,lnc_RNA,849602,851990,-,ncRNA,cpbgf_400925,lncRNA,None,None,
CP141121.1,mRNA,849625,851821,+,mRNA,cpbgf_400930,Pap1p poly A polymerase,cgd4_930,direct_name,
CP141121.1,mRNA,852105,854716,+,mRNA,cpbgf_400920,Histidine phosphatase superfamily clade-2,cgd4_920,direct_name,
CP141121.1,mRNA,855478,858162,+,mRNA,cpbgf_400910,Histidine phosphatase superfamily clade-2,cgd4_910,direct_name,
CP141121.1,lnc_RNA,857475,860996,+,ncRNA,cpbgf_400905,lncRNA,None,None,
CP141121.1,mRNA,857666,861144,-,mRNA,cpbgf_400900,WD40-repeat-containing protein,cgd4_900,direct_name,
CP141121.1,mRNA,861345,862135,+,mRNA,cpbgf_400890,Splicing factor 3B subunit 5/RDS3 complex subunit 10,cgd4_890,direct_name,
CP141121.1,lnc_RNA,861565,862420,-,ncRNA,cpbgf_400887,lncRNA,None,None,
CP141121.1,mRNA,862585,864982,+,mRNA,cpbgf_400880,ZZ finger/SANT/SWIRM domain containing protein,cgd4_880,direct_name,
CP141121.1,lnc_RNA,863335,864741,-,ncRNA,cpbgf_400885,lncRNA,None,None,
CP141121.1,mRNA,864958,868447,-,mRNA,cpbgf_400870,Uncharacterized protein,cgd4_870,direct_name,
CP141121.1,lnc_RNA,865299,868059,+,ncRNA,cpbgf_400875,lncRNA,None,None,
CP141121.1,mRNA,868571,872893,+,mRNA,cpbgf_400860,WWE domain containing protein,cgd4_860,direct_name,
CP141121.1,mRNA,873140,879751,+,mRNA,cpbgf_400850,putative Secreted Protein (CpLSP gene family),cgd4_850,direct_name,
CP141121.1,mRNA,880201,881191,+,mRNA,cpbgf_400840,60S ribosomal protein L24,cgd4_840,direct_name,
CP141121.1,lnc_RNA,880733,881269,-,ncRNA,cpbgf_400835,lncRNA,None,None,
CP141121.1,mRNA,881378,882513,+,mRNA,cpbgf_400830,Uncharacterized protein,cgd4_830,direct_name,
CP141121.1,mRNA,882484,884973,-,mRNA,cpbgf_400820,WD40-repeat-containing protein,cgd4_820,direct_name,
CP141121.1,lnc_RNA,883328,885346,+,ncRNA,cpbgf_400815,lncRNA,None,None,
CP141121.1,mRNA,885384,887195,+,mRNA,cpbgf_400810,UDP-N-acetylglucosamine pyrophosphorylase,cgd4_810,direct_name,
CP141121.1,lnc_RNA,886239,887484,-,ncRNA,cpbgf_400805,lncRNA,None,None,
CP141121.1,mRNA,888114,889624,+,mRNA,cpbgf_400800,Yip1p like integral membrane protein,cgd4_800,direct_name,
CP141121.1,mRNA,888430,890162,-,mRNA,cpbgf_400790,4F5-like/Zinc-binding domain-containing/At2g23090-like protein,cgd4_790,direct_name,
CP141121.1,mRNA,890275,895668,-,mRNA,cpbgf_400780,DNA topoisomerase 2,cgd4_780,direct_name,
CP141121.1,mRNA,896465,900784,-,mRNA,cpbgf_400770,Uncharacterized Protein,cgd4_770,direct_name,
CP141121.1,mRNA,901636,902444,+,mRNA,cpbgf_400760,Histone chaperone ASF1-like protein,cgd4_760,direct_name,
CP141121.1,lnc_RNA,901709,902519,-,ncRNA,cpbgf_400755,lncRNA,None,None,
CP141121.1,mRNA,902846,904547,+,mRNA,cpbgf_400750,Prefoldin alpha-like protein,cgd4_750,direct_name,
CP141121.1,mRNA,903874,906135,-,mRNA,cpbgf_400745,Signal peptide%2CKazal domain containing protein,cgd4_750,no_direct_name,
CP141121.1,mRNA,906281,907059,+,mRNA,cpbgf_400743,Ribonuclease P/MRP protein subunit,cgd4_743,direct_name,
CP141121.1,mRNA,907216,908107,+,mRNA,cpbgf_400740,Thioredoxin peroxidase-like protein,cgd4_740,direct_name,
CP141121.1,mRNA,907968,910202,-,mRNA,cpbgf_400730,Uncharacterized protein,cgd4_730,direct_name,
CP141121.1,mRNA,910400,911956,+,mRNA,cpbgf_400720,Nucleosome assembly protein (NAP),cgd4_720,direct_name,
CP141121.1,lnc_RNA,910493,911992,-,ncRNA,cpbgf_400715,lncRNA,None,None,
CP141121.1,mRNA,912068,912983,+,mRNA,cpbgf_400710,ABT1/ESF2%2CRNA recognition motif containing protein,cgd4_710,direct_name,
CP141121.1,mRNA,913174,914767,+,mRNA,cpbgf_400700,Uncharacterized protein,cgd4_700,direct_name,
CP141121.1,mRNA,915039,921227,-,mRNA,cpbgf_400690,Pyruvate:ferredoxin oxidoreductase/NADPH-cytochrome P450 reductase PNO,cgd4_690,direct_name,
CP141121.1,mRNA,922161,925000,+,mRNA,cpbgf_400680,Uncharacterized protein,cgd4_680,direct_name,
CP141121.1,lnc_RNA,924972,928185,-,ncRNA,cpbgf_400665,lncRNA,None,None,
CP141121.1,mRNA,925221,928067,+,mRNA,cpbgf_400670,Oocyst wall protein 3,cgd4_670,direct_name,
CP141121.1,mRNA,928275,929214,+,mRNA,cpbgf_400660,Ribosome biogenesis factor NIP7-like protein,cgd4_660,direct_name,
CP141121.1,mRNA,929433,936673,-,mRNA,cpbgf_400650,Bromodomain/Zinc finger%2CCCHC-type,cgd4_650,direct_name,
CP141121.1,mRNA,935613,942905,-,mRNA,cpbgf_400640,Fibronectin type III domain containing protein,cgd4_640,direct_name,
CP141121.1,lnc_RNA,939176,941132,+,ncRNA,cpbgf_400645,lncRNA,None,None,
CP141121.1,mRNA,943287,943883,+,mRNA,cpbgf_400630,XPA protein,cgd4_630,direct_name,
CP141121.1,mRNA,943743,944685,-,mRNA,cpbgf_400620,Peptidase S26A signal peptidase I,cgd4_620,direct_name,
CP141121.1,mRNA,944772,947339,+,mRNA,cpbgf_400610,Diphthamide synthase,cgd4_610,direct_name,
CP141121.1,mRNA,947657,950229,+,mRNA,cpbgf_400600,AP2/ERF domain containing protein,cgd4_600,direct_name,
CP141121.1,mRNA,950397,951233,-,mRNA,cpbgf_400590,Nuclear transport factor 2,cgd4_590,direct_name,
CP141121.1,lnc_RNA,951320,952088,+,ncRNA,cpbgf_400585,lncRNA,None,None,
CP141121.1,mRNA,952564,955488,+,mRNA,cpbgf_400580,Enhancer of polycomb-like protein,cgd4_580,direct_name,
CP141121.1,mRNA,956363,958099,-,mRNA,cpbgf_400570,Ubiquitin-conjugating enzyme,cgd4_570,direct_name,
CP141121.1,lnc_RNA,956620,958402,+,ncRNA,cpbgf_400565,lncRNA,None,None,
CP141121.1,mRNA,958590,959577,-,mRNA,cpbgf_400560,Uncharacterized protein,cgd4_560,direct_name,
CP141121.1,mRNA,960153,961349,+,mRNA,cpbgf_400550,Uncharacterized protein,cgd4_550,direct_name,
CP141121.1,mRNA,961409,963099,-,mRNA,cpbgf_400540,V-type proton ATPase subunit C,cgd4_540,direct_name,
CP141121.1,mRNA,963654,964990,+,mRNA,cpbgf_400530,26S proteasome regulatory subunit 5a with a vWA domain and two ubiquitin interacting motifs (UIM),cgd4_530,direct_name,
CP141121.1,mRNA,965145,966302,-,mRNA,cpbgf_400520,Uncharacterized protein,cgd4_520,direct_name,
CP141121.1,lnc_RNA,966565,967036,-,ncRNA,cpbgf_400515,lncRNA,None,None,
CP141121.1,mRNA,967784,974146,-,mRNA,cpbgf_400510,Helicase/SANT-associated domain containing protein,cgd4_510,direct_name,
CP141121.1,lnc_RNA,974411,975164,+,ncRNA,cpbgf_400505,lncRNA,None,None,
CP141121.1,mRNA,974732,977955,-,mRNA,cpbgf_400500,Oocyst wall protein 7,cgd4_500,direct_name,
CP141121.1,mRNA,978603,983521,-,mRNA,cpbgf_400490,Uncharacterized protein,cgd4_490,direct_name,
CP141121.1,mRNA,984234,988637,+,mRNA,cpbgf_400480,Uncharacterized protein,cgd4_480,direct_name,
CP141121.1,lnc_RNA,986515,988625,-,ncRNA,cpbgf_400485,lncRNA,None,None,
CP141121.1,mRNA,988789,989621,+,mRNA,cpbgf_400470,60S ribosomal protein L18,cgd4_470,direct_name,
CP141121.1,mRNA,989727,991359,-,mRNA,cpbgf_400460,Nucleoporin complex subunit 54,cgd4_460,direct_name,
CP141121.1,mRNA,992358,999628,+,mRNA,cpbgf_400450,Proteasome activator Blm10 mid region-containing protein,cgd4_450,direct_name,
CP141121.1,lnc_RNA,992389,993732,-,ncRNA,cpbgf_400455,lncRNA,None,None,
CP141121.1,lnc_RNA,997222,998161,-,ncRNA,cpbgf_400453,lncRNA,None,None,
CP141121.1,mRNA,999361,1003274,-,mRNA,cpbgf_400440,XPG%2CDNA excision repair protein%2Cflap endonuclease,cgd4_440,direct_name,
CP141121.1,mRNA,1003716,1005980,+,mRNA,cpbgf_400430,Origin recognition complex%2Csubunit 5,cgd4_430,direct_name,
CP141121.1,mRNA,1006054,1007185,-,mRNA,cpbgf_400420,Gdt1 family,cgd4_420,direct_name,
CP141121.1,mRNA,1007274,1008704,+,mRNA,cpbgf_400410,Deoxyhypusine hydroxylase,cgd4_410,direct_name,
CP141121.1,snRNA,1008772,1008905,+,ncRNA,cpbgf_400405,snRNA,None,None,
CP141121.1,snRNA,1008922,1009095,+,ncRNA,cpbgf_400403,snRNA,None,None,
CP141121.1,mRNA,1009227,1010726,-,mRNA,cpbgf_400400,Tetratricopeptide repeat-containing protein,cgd4_400,direct_name,
CP141121.1,mRNA,1011101,1012542,-,mRNA,cpbgf_400390,CDP-alcohol phosphatidyltransferase,cgd4_390,direct_name,
CP141121.1,lnc_RNA,1012432,1013457,+,ncRNA,cpbgf_400385,lncRNA,None,None,
CP141121.1,mRNA,1012613,1014802,-,mRNA,cpbgf_400380,Major facilitator superfamily domain containing protein,cgd4_380,direct_name,
CP141121.1,lnc_RNA,1015094,1016606,+,ncRNA,cpbgf_400375,lncRNA,None,None,
CP141121.1,mRNA,1015111,1017144,-,mRNA,cpbgf_400370,SET domain containing protein,cgd4_370,direct_name,
CP141121.1,mRNA,1017446,1020351,-,mRNA,cpbgf_400360,Tetratricopeptide repeat protein,cgd4_360,direct_name,
CP141121.1,lnc_RNA,1020421,1021703,+,ncRNA,cpbgf_400355,lncRNA,None,None,
CP141121.1,mRNA,1020508,1021757,-,mRNA,cpbgf_400350,Uncharacterized protein,cgd4_350,direct_name,
CP141121.1,lnc_RNA,1021876,1023793,-,ncRNA,cpbgf_400345,lncRNA,None,None,
CP141121.1,mRNA,1021989,1023812,+,mRNA,cpbgf_400340,Tubulin binding cofactor C-like domain containing protein,cgd4_340,direct_name,
CP141121.1,mRNA,1023882,1024579,+,mRNA,cpbgf_400330,Uncharacterized protein,cgd4_330,direct_name,
CP141121.1,mRNA,1024702,1025843,+,mRNA,cpbgf_400320,Uncharacterized protein,cgd4_320,direct_name,
CP141121.1,mRNA,1026268,1027296,+,mRNA,cpbgf_400310,Transcriptional activator NFYC/HAP5 subunit,cgd4_310,direct_name,
CP141121.1,mRNA,1027584,1029162,+,mRNA,cpbgf_400300,Alpha/Beta hydrolase,cgd4_300,direct_name,
CP141121.1,mRNA,1029242,1031692,-,mRNA,cpbgf_400290,Protein phosphatase 2A regulatory B subunit B56,cgd4_290,direct_name,
CP141121.1,lnc_RNA,1031746,1032787,+,ncRNA,cpbgf_400285,lncRNA,None,None,
CP141121.1,mRNA,1031794,1033578,-,mRNA,cpbgf_400280,E3 UFM1-protein ligase 1,cgd4_280,direct_name,
CP141121.1,mRNA,1033752,1034656,+,mRNA,cpbgf_400270,Tudor domain containing protein,cgd4_270,direct_name,
CP141121.1,mRNA,1034917,1039391,-,mRNA,cpbgf_400260,WD40-repeat-containing protein,cgd4_260,direct_name,
CP141121.1,lnc_RNA,1036158,1039186,+,ncRNA,cpbgf_400265,lncRNA,None,None,
CP141121.1,lnc_RNA,1039483,1040829,+,ncRNA,cpbgf_400255,lncRNA,None,None,
CP141121.1,mRNA,1039870,1041088,-,mRNA,cpbgf_400250,Proteasome subunit alpha type,cgd4_250,direct_name,
CP141121.1,mRNA,1041339,1042000,-,mRNA,cpbgf_400243,Cyclin-dependent kinase regulatory subunit,cgd4_243,direct_name,
CP141121.1,mRNA,1042380,1044106,-,mRNA,cpbgf_400240,Serine/threonine-protein kinase,cgd4_240,direct_name,
CP141121.1,mRNA,1045650,1047028,+,mRNA,cpbgf_400230,Uncharacterized protein,cgd4_230,direct_name,
CP141121.1,mRNA,1047073,1048151,-,mRNA,cpbgf_400220,Uncharacterized protein,cgd4_220,direct_name,
CP141121.1,mRNA,1048521,1049287,-,mRNA,cpbgf_400210,Ubiquitin-conjugating enzyme E2,cgd4_210,direct_name,
CP141121.1,mRNA,1049801,1055302,-,mRNA,cpbgf_400200,Uncharacterized Protein,cgd4_200,direct_name,
CP141121.1,mRNA,1055974,1062273,-,mRNA,cpbgf_400190,WD40 repreat protein,cgd4_190,direct_name,
CP141121.1,mRNA,1062576,1066999,+,mRNA,cpbgf_400180,Dos2-interacting transcription regulator of RNA-Pol-II,cgd4_180,direct_name,
CP141121.1,mRNA,1066950,1067433,-,mRNA,cpbgf_400170,Uncharacterized protein,cgd4_170,direct_name,
CP141121.1,mRNA,1067486,1068475,+,mRNA,cpbgf_400160,Uncharacterized protein,cgd4_160,direct_name,
CP141121.1,lnc_RNA,1067582,1068398,-,ncRNA,cpbgf_400165,lncRNA,None,None,
CP141121.1,mRNA,1068540,1069943,+,mRNA,cpbgf_400150,Pre-mRNA splicing protein Prp31-like protein,cgd4_150,direct_name,
CP141121.1,mRNA,1070310,1074456,+,mRNA,cpbgf_400140,Zinc finger%2CRING/FYVE/PHD-type domain containing protein,cgd4_140,direct_name,
CP141121.1,mRNA,1074286,1077061,-,mRNA,cpbgf_400130,RRM/KH domain containing protein,cgd4_130,direct_name,
CP141121.1,mRNA,1077510,1078174,+,mRNA,cpbgf_400120,Uncharacterized protein,cgd4_120,direct_name,
CP141121.1,mRNA,1078152,1079921,-,mRNA,cpbgf_400115,Histone-binding protein RBBP4 N-terminal domain containing protein,cgd4_120,no_direct_name,
CP141121.1,mRNA,1080165,1082159,-,mRNA,cpbgf_400110,Winged helix-turn-helix DNA-binding domain containing protein,cgd4_110,direct_name,
CP141121.1,mRNA,1082132,1083192,-,mRNA,cpbgf_400100,Mitochondrial carrier protein,cgd4_100,direct_name,
CP141121.1,mRNA,1083344,1084393,+,mRNA,cpbgf_40090,Ribosomal RNA-processing protein 7 with RNA recognition motif domain,cgd4_90,direct_name,
CP141121.1,mRNA,1084298,1087056,-,mRNA,cpbgf_40080,Sac1p family protein,cgd4_80,direct_name,
CP141121.1,mRNA,1087139,1089577,+,mRNA,cpbgf_40070,SUI1/PUA domain containing protein,cgd4_70,direct_name,
CP141121.1,mRNA,1089330,1089895,-,mRNA,cpbgf_40060,Uncharacterized protein,cgd4_60,direct_name,
CP141121.1,mRNA,1090679,1093826,+,mRNA,cpbgf_40050,Growth factor receptor cysteine-rich/Laminin EGF domain containing protein,cgd4_50,direct_name,
CP141121.1,mRNA,1093759,1095928,-,mRNA,cpbgf_40040,Ubiquitin-like modifier-activating enzyme Apg7,cgd4_40,direct_name,
CP141121.1,lnc_RNA,1096007,1098350,+,ncRNA,cpbgf_40033,lncRNA,None,None,
CP141121.1,mRNA,1096116,1098104,-,mRNA,cpbgf_40035,Uncharacterized protein,cgd4_32,no_direct_name,
CP141121.1,mRNA,1098278,1099811,-,mRNA,cpbgf_40030,Uncharacterized protein,cgd4_30,direct_name,
CP141121.1,mRNA,1100521,1101041,+,mRNA,cpbgf_40023,hypothetical protein,cgd4_23,direct_name,
CP141121.1,mRNA,1101800,1103191,-,mRNA,cpbgf_40020,Uncharacterized protein,cgd4_20,direct_name,
CP141121.1,lnc_RNA,1103958,1105443,-,ncRNA,cpbgf_40015,lncRNA,None,None,
CP141121.1,mRNA,1105533,1106182,+,mRNA,cpbgf_40010,Uncharacterized protein,cgd4_10,direct_name,
CP141122.1,mRNA,599,1483,+,mRNA,cpbgf_5005500,Uncharacterized protein,cgd6_5500,no_direct_name,
CP141122.1,mRNA,2093,2797,-,mRNA,cpbgf_5005490,MEDLE gene family protein,cgd6_5490,no_direct_name,
CP141122.1,mRNA,3324,4013,-,mRNA,cpbgf_5005480,MEDLE gene family protein,cgd6_5480,no_direct_name,
CP141122.1,mRNA,5919,6737,+,mRNA,cpbgf_5005470,Uncharacterized protein,cgd6_5470,no_direct_name,
CP141122.1,mRNA,16718,18007,-,mRNA,cpbgf_5005460,putative Secreted Protein (FLGN gene family),cgd6_5460,no_direct_name,chr_change
CP141122.1,lnc_RNA,22491,23208,-,ncRNA,cpbgf_5005455,lncRNA,None,None,
CP141122.1,lnc_RNA,24984,26968,+,ncRNA,cpbgf_5005,lncRNA,None,None,
CP141122.1,mRNA,25000,27092,-,mRNA,cpbgf_50010,putative Secreted Protein,cgd5_10,direct_name,
CP141122.1,lnc_RNA,27398,28668,+,ncRNA,cpbgf_50015,lncRNA,None,None,
CP141122.1,mRNA,27638,30032,-,mRNA,cpbgf_50020,putative Secreted Protein,cgd5_20,direct_name,
CP141122.1,mRNA,30649,37310,-,mRNA,cpbgf_50040,Uncharacterized protein,cgd5_40,direct_name,
CP141122.1,lnc_RNA,33271,36513,+,ncRNA,cpbgf_50043,lncRNA,None,None,
CP141122.1,lnc_RNA,37451,38810,+,ncRNA,cpbgf_50045,lncRNA,None,None,
CP141122.1,mRNA,37852,40136,-,mRNA,cpbgf_50050,putative Secreted Protein,cgd5_50,direct_name,
CP141122.1,mRNA,40570,41316,+,mRNA,cpbgf_50060,Centrin like protein with 4x EF hands,cgd5_60,direct_name,
CP141122.1,mRNA,41386,45343,-,mRNA,cpbgf_50070,Phosphoenolpyruvate carboxylase,cgd5_70,direct_name,
CP141122.1,mRNA,46748,48223,-,mRNA,cpbgf_50080,Uncharacterized protein,cgd5_80,direct_name,
CP141122.1,lnc_RNA,49423,51786,-,ncRNA,cpbgf_50085,lncRNA,None,None,
CP141122.1,mRNA,49797,51767,+,mRNA,cpbgf_50090,Uncharacterized protein,cgd5_90,direct_name,
CP141122.1,mRNA,51877,55273,+,mRNA,cpbgf_500100,RRPp/PMC2 like exosome 3'-5' exoribonuclease subunit/RNAseD domain and an HRDc domain containing protein,cgd5_100,direct_name,
CP141122.1,lnc_RNA,55350,56685,+,ncRNA,cpbgf_500105,lncRNA,None,None,
CP141122.1,mRNA,55429,58078,-,mRNA,cpbgf_500110,Pre-mRNA splicing factor component Cdc5p/Cef1with SANT/Myb domain,cgd5_110,direct_name,
CP141122.1,mRNA,58124,59349,+,mRNA,cpbgf_500120,tRNA methyltransferase TRMD/TRM10-type domain containing protein,cgd5_120,direct_name,
CP141122.1,mRNA,60086,65851,+,mRNA,cpbgf_500130,Ferlin like type II membrane associated protein with 5 C2 domains,cgd5_130,direct_name,
CP141122.1,mRNA,65889,66634,-,mRNA,cpbgf_500140,Arf GTPase activating protein,cgd5_140,direct_name,
CP141122.1,mRNA,66947,70039,+,mRNA,cpbgf_500150,HARP like SWI/SNF ATpase,cgd5_150,direct_name,
CP141122.1,lnc_RNA,68972,70245,-,ncRNA,cpbgf_500155,lncRNA,None,None,
CP141122.1,mRNA,70353,71175,-,mRNA,cpbgf_500160,hypothetical protein,cgd5_160,direct_name,
CP141122.1,mRNA,71360,75781,+,mRNA,cpbgf_500170,Uncharacterized protein,cgd5_170,direct_name,
CP141122.1,mRNA,76022,76821,+,mRNA,cpbgf_500180,Rdx type Selenoprotein,cgd5_180,direct_name,
CP141122.1,mRNA,77702,78782,+,mRNA,cpbgf_500190,OB-fold nucleic acid binding domain containing protein,cgd5_190,direct_name,
CP141122.1,mRNA,78803,79144,-,mRNA,cpbgf_500200,Uncharacterized protein,cgd5_200,direct_name,
CP141122.1,mRNA,79516,82773,+,mRNA,cpbgf_500210,Uncharacterized protein,cgd5_210,direct_name,
CP141122.1,mRNA,82881,85536,-,mRNA,cpbgf_500220,Uncharacterized protein,cgd5_220,direct_name,
CP141122.1,mRNA,86027,87486,-,mRNA,cpbgf_500230,Uncharacterized protein,cgd5_230,direct_name,
CP141122.1,mRNA,87780,88732,-,mRNA,cpbgf_500240,G-patch domain containing protein,cgd5_240,direct_name,
CP141122.1,lnc_RNA,88829,89893,+,ncRNA,cpbgf_500245,lncRNA,None,None,
CP141122.1,mRNA,88856,91435,-,mRNA,cpbgf_500250,Serine/threonine protein kinase,cgd5_250,direct_name,
CP141122.1,mRNA,91995,92790,-,mRNA,cpbgf_500253,hypothetical protein,cgd5_253,direct_name,
CP141122.1,mRNA,94604,98404,+,mRNA,cpbgf_500270,Tetratricopeptide-like helical domain containing protein,cgd5_270,direct_name,
CP141122.1,mRNA,98434,100463,-,mRNA,cpbgf_500280,Major facilitator superfamily domain containing protein,cgd5_280,direct_name,
CP141122.1,mRNA,102795,105452,-,mRNA,cpbgf_500310,PolyPPase VTC4 like,cgd5_310,direct_name,
CP141122.1,mRNA,105740,107379,-,mRNA,cpbgf_500320,Phospholipase/carboxylesterase/thioesterase,cgd5_320,direct_name,
CP141122.1,mRNA,108014,111517,-,mRNA,cpbgf_500330,Uncharacterized protein,cgd5_330,direct_name,
CP141122.1,mRNA,111864,112916,+,mRNA,cpbgf_500340,putative Secreted Protein,cgd5_340,direct_name,
CP141122.1,mRNA,111949,113853,+,mRNA,cpbgf_500350,Uncharacterized protein,cgd5_350,direct_name,
CP141122.1,lnc_RNA,113925,114785,-,ncRNA,cpbgf_500353,lncRNA,None,None,
CP141122.1,lnc_RNA,114118,114547,+,ncRNA,cpbgf_500355,lncRNA,None,None,
CP141122.1,snRNA,114874,115284,+,ncRNA,cpbgf_500357,snRNA,None,None,
CP141122.1,mRNA,115330,116526,-,mRNA,cpbgf_500360,CDC50/LEM3 protein,cgd5_360,direct_name,
CP141122.1,mRNA,116975,118873,+,mRNA,cpbgf_500370,Uncharacterized protein,cgd5_370,direct_name,
CP141122.1,mRNA,118029,119650,-,mRNA,cpbgf_500380,Uncharacterized protein,cgd5_380,direct_name,
CP141122.1,mRNA,119784,123947,-,mRNA,cpbgf_500390,Winged helix-turn-helix DNA-binding domain containing protein,cgd5_390,direct_name,
CP141122.1,snRNA,120298,120463,-,ncRNA,cpbgf_500395,snRNA,None,None,
CP141122.1,mRNA,124043,127642,+,mRNA,cpbgf_500400,Histone-lysine N-methyltransferase,cgd5_400,direct_name,
CP141122.1,mRNA,127697,128880,-,mRNA,cpbgf_500410,Rad51,cgd5_410,direct_name,
CP141122.1,mRNA,130267,134565,+,mRNA,cpbgf_500420,Uncharacterized protein,cgd5_420,direct_name,
CP141122.1,mRNA,134608,135625,-,mRNA,cpbgf_500430,hypothetical protein,cgd5_430,direct_name,
CP141122.1,mRNA,135856,136867,-,mRNA,cpbgf_500440,Adenylate cyclase-associated CAP,cgd5_440,direct_name,
CP141122.1,lnc_RNA,136276,136744,+,ncRNA,cpbgf_500445,lncRNA,None,None,
CP141122.1,lnc_RNA,137486,138378,+,ncRNA,cpbgf_500447,lncRNA,None,None,
CP141122.1,mRNA,137507,138903,-,mRNA,cpbgf_500450,RING-type Zinc finger protein,cgd5_450,direct_name,
CP141122.1,mRNA,139106,139782,+,mRNA,cpbgf_500460,hypothetical protein,cgd5_460,direct_name,
